id,genres,production_companies,cast,crew,production_countries,spoken_languages,year,weekday,month,cast_power,cast_number,crew_number,spoken_languages_number,runtime,popularity,budget,imdb_rating,imdb_votes
7322,Documentary,Diamond_Docs Exposure,James_Balog Svavar_Jonatansson Adam_LeWinter Louie_Psihoyos Kitty_Boone Sylvia_Earle Dennis_Dimick Jason_Box Tad_Pfeffer Suzanne_Balog Jeff_Orlowski,Paula_DuPré_Pesmen Billy_Ray Mark_Monroe Stacy_Sherman Jeff_Orlowski Jeff_Orlowski Jeff_Orlowski Davis_Coombe Jerry_Aronson James_Billmaier David_J._Cornfield Linda_A._Cornfield J._Ralph,US,en,2012,Monday,Oct,0.0,11,13,1,74.0,8.883705,0,7.8,8200
7323,Comedy Drama War,Silver_Screen_Partners_III Touchstone_Pictures,Robin_Williams Forest_Whitaker Tung_Thanh_Tran Chintara_Sukapatana Bruno_Kirby Robert_Wuhl J.T._Walsh Noble_Willingham Richard_Edson Juney_Smith Richard_Portnow Cu_Ba_Nguyen Dan_Stanton Don_Stanton Floyd_Vivino,Louis_DiGiaimo Roy_Walker Barry_Levinson Mark_Johnson Stu_Linder Alex_North Keith_Denny Steve_Spence Mitch_Markowitz Larry_Brezner Peter_Sova Tessa_Davies Mike_Lockey Eric_Allwright,US,en,1987,Wednesday,Dec,14570793.450000001,15,14,1,121.0,9.023282,13000000,7.3,124134
7324,Horror Crime Thriller,Film_Science Broad_Green_Pictures,Anton_Yelchin Imogen_Poots Alia_Shawkat Joe_Cole Callum_Turner Mark_Webber Eric_Edelstein Macon_Blair Kai_Lennox Patrick_Stewart David_W._Thompson Michael_Draper Andy_Copeland Brent_Werzner Lj_Klink Kasey_Brown Taylor_Tunes Jake_Love Kyle_Love October_Moore Joseph_Bertót Jacob_Kasch Samuel_Summer Mason_Knight Colton_Ruscheinsky,Avy_Kaufman Neil_Kopp Eva_Lohse Anish_Savjani Jeremy_Saulnier Jeremy_Saulnier Ryan_Warren_Smith_\t Macon_Blair Sean_Porter Jenelle_Giordano Tim_T._Cunningham Vincent_Savino Julia_Bloch Benjamin_Hayden Jeremy_Mackie Brooke_Blair Will_Blair Leeba_Zakharov Nancy_J._Hvasta_Leonardi Alexa_Zimmerman Alexa_Zimmerman Kathryn_J._Schubert Stacey_Butterworth Bob_Chefalas Sean_Roney Gabriel_Hammond Dean_G._Roberts Alan_Scott_Neal Victor_Moyers Stephen_Prouty Chris_Connolly Roland_Vajs Roland_Vajs Ben_Holiday Lauren_Mikus Amanda_Needham Tracy_Cutts Philip_A._Anderson Noah_Dille Steve_Hubert Jason_Dinges Sam_Naiman Patrick_Quinn Kyle_Petitjean Wayne_Eaton Lucien_Harriot Alex_Carpenter Emie_Otis Bree_Moffett Jessica_Needham Joe_Badiali Caitlin_Tartaro Brian_Johnston Daniel_Hammond,US,en,2016,Friday,Apr,12713815.29,25,54,1,95.0,8.4702,5000000,7.0,104835
7325,Adventure Action Science_Fiction Thriller,Paramount_Pictures Di_Bonaventura_Pictures Hasbro Skydance_Productions Metro-Goldwyn-Mayer_(MGM) Saints_LA,Dwayne_Johnson D.J._Cotrona Adrianne_Palicki Bruce_Willis Ray_Park Channing_Tatum Lee_Byung-hun Élodie_Yung Ray_Stevenson Luke_Bracey Jonathan_Pryce RZA Arnold_Vosloo Joe_Chrest DeRay_Davis Ravi_Naidu Terry_Dale_Parks Grant_Goodman Chip_Carriere Joseph_Mazzello,Rhett_Reese Paul_Wernick Lorenzo_di_Bonaventura Brian_Goldner Gary_Barber Roger_Birnbaum David_Ellison Herb_Gains Dana_Goldberg Erik_Howsam Paul_Schwake Stephen_Sommers Henry_Jackman Roger_Barton Jim_May Andrew_Menzies Stephen_F._Windon Jon_M._Chu Ronna_Kress Luke_Freeborn Alan_Hook Scott_Plauche Tom_Reta Sebastian_Schroder Brian_N._Bentley Chris_O'Connell Dhumal_Sagar Damion_Poitier,US,en,2013,Tuesday,Mar,61832569.31,20,28,1,110.0,10.560608,130000000,5.8,171724
7326,Action Thriller,Twentieth_Century_Fox_Film_Corporation Cinergi_Pictures_Entertainment,Bruce_Willis Jeremy_Irons Samuel_L._Jackson Graham_Greene Colleen_Camp Larry_Bryggman Anthony_Peck Nicholas_Wyman Sam_Phillips Kevin_Chamberlin Sharon_Washington Stephen_Pearlman Michael_Alexander_Jackson Aldis_Hodge Mischa_Hausserman Michael_Cristofer Tony_Halme,Mark_A._Mangini Jonathan_Hensleigh John_McTiernan John_McTiernan Leslie_Bloom Roderick_Thorp Michael_Kamen Jackson_De_Govia John_R._Jensen John_Wright Christopher_Moriana Buzz_Feitshans Patricia_McCorkle Peter_Menzies_Jr. Michael_Tadross David_Willis Linda_DeVetta Linda_DeVetta Joseph_G._Aulisi Andrew_G._Vajna Peter_Rogness Phil_Cory Carmine_Zozzora Julia_Frey Woods_Mackintosh Avram_D._Gold Daniel_J._Leahy Bob_Beemer Kyung_W._Chang Audrey_Futterman-Stern Michael_Minkler Anthony_Dunne David_B._Sharp Tommy_Tomlinson Robert_H._Lemer Bruce_J._Gfeller Verne_Caruso Carol_Meikle Marilyn_Peoples Christina_Bartolucci Philip_Saccio_Jr. Bob_Shaw Kim_Maitland Jennifer_Wollan Juliette_Yager Diane_Pearlman Carolyn_Soper Scott_E._Anderson Robert_Lawrence,US,en de ro,1995,Friday,May,56336953.519999996,17,49,3,128.0,15.138855,90000000,7.6,358596
7327,Drama,Imagine_Entertainment IFC_Films Zohar_International Seine_Pictures,Kevin_de_Paula Leonardo_Lima_Carvalho Seu_Jorge Milton_Gonçalves Seth_Michaels Vincent_D'Onofrio André_Mattos Mariana_Nunes Phil_Miler Rafael_Henriques Felipe_Simas Adriano_Aragon Mariana_Balsa Eric_Bell_Jr. Diego_Boneta Jon_Cotterill Vivi_Devereaux Garcia_Júnior Colm_Meaney Ivan_Orlic Rodrigo_Santoro Pelé Fernando_Caruso,Jeff_Zimbalist Michael_Zimbalist Jeff_Zimbalist Michael_Zimbalist Brian_Grazer Ivan_Orlic Kim_Roth Colin_Wilson A._R._Rahman Matthew_Libatique Luis_Carballar Glen_Scantlebury Naomi_Geraghty Dominic_Watkins Inês_Salgado Michelle_Wade_Byrd Mary_Vernieu Gail_Stevens,US,en ru,2016,Friday,May,3953918.8699999996,23,18,2,107.0,6.979073,0,7.2,16064
7328,Drama Romance,Renn_Productions Timothy_Burrill_Productions,Colin_Firth Annette_Bening Meg_Tilly Fairuza_Balk Siân_Phillips Jeffrey_Jones Henry_Thomas Fabia_Drake T.P._McKenna Isla_Blair Ian_McNeice Aleta_Mitchell Ronald_Lacey Vincent_Schiavelli,Alan_Heim Maggie_Cartier Ellen_Chenoweth Miloš_Forman Miloš_Forman Michael_Hausman Miroslav_Ondříček Nena_Danevic Jean-Claude_Carrière Choderlos_de_Laclos Pierre_Guffroy Paul_Rassam Theodor_Pištěk Christopher_Palmer,FR US,en,1989,Friday,Nov,18307668.73,14,14,1,137.0,8.40852,33000000,7.0,12360
7329,Comedy,Dimension_Films,Anna_Faris Regina_Hall Craig_Bierko Bill_Pullman Anthony_Anderson Leslie_Nielsen Carmen_Electra Shaquille_O'Neal DeRay_Davis Michael_Madsen Alex_Bruhanski Molly_Shannon Cloris_Leachman Kevin_Hart Beau_Mirchoff Crystal_Lowe Andrew_McNee Phil_McGraw Cloris_Leachman Charlie_Sheen,Jim_Abrahams David_Zucker Craig_Herring Tom_Lewis James_L._Venable Thomas_E._Ackerman Craig_Mazin Craig_Mazin Pat_Proft James_Bamford,US,en,2006,Thursday,Apr,29553670.09,20,10,1,83.0,13.096692,45000000,5.1,112453
7330,Action Adventure Thriller,Nu_Image_Films Millennium_Films,Sylvester_Stallone Jason_Statham Dolph_Lundgren Bruce_Willis Arnold_Schwarzenegger Jean-Claude_Van_Damme Chuck_Norris Scott_Adkins Liam_Hemsworth Jet_Li Randy_Couture Terry_Crews Charisma_Carpenter Nikolette_Noel Nan_Yu Amanda_Ooms George_Zlatarev,Shelly_Johnson Keith_Pain Ellen_Heuer Mark_Peterson Jason_Constantine Harvey_Harrison Simon_West Sylvester_Stallone Kevin_King_Templeton Boaz_Davidson Les_Weldon Danny_Lerner Avi_Lerner Richard_Wenk Richard_Wenk John_Thompson Steven_Ramirez Ken_Kaufman Trevor_Short Danny_Dimbort Guymon_Casady Paul_Cross Steve_R._Moore Basil_Iwanyk Lorenzo_Senatore Marianne_Stanicheva Emil_Topuzov Sonya_Savova Todd_E._Miller Jon_Feltheimer Ina_Damianova Chris_David Scott_Coulter Anton_Bakarski Lizz_Wolf Ivan_Ranghelov Ross_W._Clarkson Christopher_Eakins David_Agosto Attila_Szalay Orlin_Ruevski Bob_Corff Scott_Eddo Valentina_Mladenova Adam_A._Makin Yana_Stoyanova Jasmina_Vasileva Yossif_Mladenov Joe_Lisanti Orlin_Grozdanov Anna_Hadzhieva Dian_Hristov Anna_Gelinova Asen_Karanikolov Denitza_Daverova Shelly_Stoyanova Danail_Hadzhiyski Alexander_Krumov Alexei_Karagyaur Stefan_Manchev Dirk_Buchmann Kalin_Nikolov Bruce_Lomet Frank_Masi Yulian_Svilenov Gabriel_J._Serrano Tim_Limer Ajoy_Mani Simeon_Asenov Angelina_Borisowa John_Marzano Nicole_Venables Melizah_Anguiano Henry_Tirl Des_Whelan Jesse_Ehredt David_McGill Sofi_Hvarleva Ivailo_Nikolov David_Esparza Nikolay_Pachov Abhinav_Sah Hristo_Genkov Aneta_Velizar_Kounova Gregg_Brilliant Pablo_José_Fuertes Mark_Sahagun Valentin_Valov Alexander_Valev Michael_Applebaum Pauline_Seager Petya_Simeonova Alexander_Kotsev Kiril_Dimov Aziz_Acar Kunal_Rasal Sanjot_Sonalkar Stefan_Tchakarov Stalin_Saravanan Asim_Ahmad Patricia_Gorman Lubomir_Evtimov Lori_Grabowski Rebecca_Qin_Jiang Tzanko_Matchukliski Dhumal_Sagar,US,en,2012,Wednesday,Aug,71672222.7,17,106,1,103.0,14.881566000000001,100000000,6.6,289149
7331,Adventure Action Comedy Thriller Crime,Touchstone_Pictures,Warren_Beatty Al_Pacino Madonna Charlie_Korsmo Glenne_Headly Dustin_Hoffman James_Caan William_Forsythe Seymour_Cassel Dick_Van_Dyke Kathy_Bates Paul_Sorvino Charles_Durning Mandy_Patinkin June_Foray David_L._Lander Charles_Fleischer Fred_Newman Tara_Strong Henry_Silva R._G._Armstrong Catherine_O'Hara Mary_Woronov E.G._Daily Tom_Signorelli,Warren_Beatty Jim_Cash Jack_Epps_Jr. Richard_Marks Vittorio_Storaro Danny_Elfman Warren_Beatty Alan_Silvestri Richard_Williams,US,en,1990,Friday,Jun,26140925.1,25,9,1,103.0,8.304775999999999,47000000,6.1,56892
7332,Drama Thriller Crime Mystery,Mirage_Enterprises Warner_Bros.,Harrison_Ford Brian_Dennehy Raúl_Juliá Bonnie_Bedelia Paul_Winfield Greta_Scacchi John_Spencer Joe_Grifasi Tom_Mardirosian Anna_Maria_Horsford Sab_Shimono Bradley_Whitford Christine_Estabrook Michael_Tolan Madison_Arnold Joseph_Mazzello Tucker_Smallwood Peter_Appel Joseph_Carberry Bill_Winkler Ed_Wheeler Jeffrey_Wright,John_Williams Alixe_Gordin Sydney_Pollack Gordon_Willis Robert_Guerra Alan_J._Pakula Alan_J._Pakula George_Jenkins Frank_Pierson Carol_Joffe Evan_A._Lottman Mark_Rosenberg Susan_Solt Scott_Turow John_Boxer,US,en,1990,Thursday,Jul,25780444.31,22,15,1,127.0,7.025657000000001,22000000,6.9,36912
7333,Comedy Music,Paramount_Pictures Scott_Rudin_Productions Nickelodeon_Movies NEW_Century MFP_Munich_Film_Partners_GmbH_&_Company_I._Produktions_KG Sor_Productions,"Jack_Black Joan_Cusack Mike_White Sarah_Silverman Adam_Pascal Lucas_Papaelias Chris_Stack Joey_Gaydos_Jr. Lucas_Babin Jordan-Claire_Green Veronica_Afflerbach Miranda_Cosgrove Kevin_Alexander_Clark Robert_Tsai Maryam_Hassan Angelo_Massagli Caitlin_Hale Cole_Hawkins Brian_Falduto James_Hosey Aleisha_Allen Zachary_Infante Rebecca_Brown Jaclyn_Neidenthal Suzzanne_Douglas Eron_Otcasek Carlos_Velazquez Kimberly_Grigsby Lee_Wilkof Kate_McGregor-Stewart Wally_Dunn Tim_Hopper Michael_Dominguez-Rudolph Crash_Cortez Nicky_Katt John_Highsmith Heather_Goldenhersh Timothy_""Speed""_Levitch Scott_Graham Sharon_Washington Kim_Brockington Marty_Murphy Kathleen_McNenny Joanna_Adler Robert_Lin Barry_Shurchin MacIntyre_Dixon Amy_Sedaris Mary_Fortune Mandy_Siegfried Elisa_Pugliese Carlos_J._Da_Silva Ian_O'Malley Chris_Line Kyle_Meaney Frank_Whaley Lauren_Adler Kelly_Anne_Burns Leanne_Cabrera Catherine_A._Callahan Cedric_Cannon Mike_Clemente Anivile_Daniel Jane_DeNoble Riley_G._Matthews_Jr. Jada_Montemarano Mateo_Moreno Lian_Moy Karen_Nazarov Ryan_O'Connor Scott_Ross Caileigh_Scott Johnny_Sullivan Jamie_Vergan Joe_Wachowski",Richard_Linklater Sandra_Adair Scott_Rudin Ilene_Starger Steve_Nicolaides Mike_White Craig_Wedren Rogier_Stoffers Adam_Scher Scott_Aversano Karin_Wiesel Karen_Patch Jeremy_Conway Joseph_E._Iberti Julie_Oppenheimer Robert_T._Striem Zoe_E._Rotter Karen_Koula_Sossiadis Valerie_Lindquist Janice_Wilde Samantha_Prindle,DE US,en,2003,Friday,Oct,47907327.36000001,75,21,1,108.0,17.951420000000002,35000000,7.1,263917
7334,Documentary,Diamond_Docs Fish_Films Oceanic_Preservation_Society Quickfire_Films Participant_Media,Joe_Chisholm Mandy-Rae_Cruikshank Charles_Hambleton Simon_Hutchins Kirk_Krack Isabel_Lucas Richard_O'Barry Hayden_Panettiere Roger_Payne John_Potter Louie_Psihoyos,Gore_Verbinski Griffin_Dunne Steven_Zaillian Robert_Redford Liev_Schreiber Bill_Pullman Jim_Clark Chris_Columbus Paula_DuPré_Pesmen Geoffrey_Richman Fisher_Stevens Louie_Psihoyos Mark_Monroe Charles_Hambleton Charles_Hambleton Olivia_Ahnemann Brook_Aitken Robert_Warmflash Nelson_Hall Ryan_Collison J._Ralph Danny_Wagner Will_Cox,US,en,2009,Friday,Jul,1502751.44,11,23,1,92.0,12.492389,0,8.4,46928
7335,Comedy Crime,Paramount_Pictures,"Leslie_Nielsen Priscilla_Presley Ricardo_Montalban George_Kennedy O.J._Simpson Susan_Beaubian Nancy_Marchand Raye_Birk Jeannette_Charles Ed_Williams Tiny_Ron_Taylor ""Weird_Al""_Yankovic Tom_Dugan Joyce_Brothers Lawrence_Tierney Reggie_Jackson Dick_Enberg Mel_Allen Dick_Vitale Jesse_Ventura John_Houseman",Jerry_Zucker Jerry_Zucker Robert_K._Weiss Jim_Abrahams Jim_Abrahams David_Zucker David_Zucker David_Zucker John_D._Schofield Ira_Newborn Pat_Proft Kevin_Marcy,US,en,1988,Friday,Dec,10079795.54,21,12,1,85.0,15.698222,12000000,7.6,149628
7336,Drama Fantasy Romance,Sailor_Bear A24 Zero_Trans_Fat_Productions,Casey_Affleck Rooney_Mara Will_Oldham Liz_Franke Sonia_Acevedo Carlos_Bermudez Yasmina_Gutierrez Brea_Grant Augustine_Frizzell David_Lowery Kesha_Rose_Sebert Rob_Zabrecky Grover_Coulson Kenneisha_Thompson McColm_Sephas_Jr. Barlow_Jacobs,Jade_Healy Daniel_Hart David_Lowery David_Lowery Adam_Donaghey James_M._Johnston Andrew_Droz_Palermo Toby_Halbrooks Liz_Franke Annell_Brodeur Tom_Walker David_Maddox,US,en,2017,Friday,Jul,1194944.46,16,12,1,92.0,24.339781,100000,6.9,58830
7337,Action Thriller Crime,Universal_Pictures Largo_Entertainment JVC_Entertainment_Networks,Emilio_Estevez Cuba_Gooding_Jr. Denis_Leary Jeremy_Piven Peter_Greene Michael_DeLorenzo Everlast Michael_Wiseman Relioues_Webb Eugene_Williams Christine_Harnos Galyn_Görg Angela_Alvarado Stephen_Dorff Will_Zahrn,Stephen_Hopkins Lewis_Colick Gene_Levy Alan_Silvestri Peter_Levy Tim_Wellburn Christopher_Mollo Kris_Wiseman_McIntyre Lloyd_Segan Marilyn_Vance Lewis_Colick Jere_Cunningham Joseph_C._Nemec_III Dan_Olexiewicz John_M._Dwyer Marilyn_Vance,JP US,en,1993,Friday,Oct,5527071.8,15,16,1,110.0,5.538671,0,6.7,15210
7338,Drama Action Thriller Crime,Universal_Pictures,Christian_Slater Costas_Mandylor Richard_Grieco Patrick_Dempsey Lara_Flynn_Boyle Michael_Gambon Anthony_Quinn Robert_Z'Dar Chris_Penn F._Murray_Abraham Seymour_Cassel Andy_Romano Bianca_Rossini Anto_Nolan Joe_Viterelli Rodney_Eastman Karen_Russell,Michael_Karbelnikoff Michael_Mahern Stephen_J._Roth Michael_Small Lajos_Koltai Joe_D'Augustine M._Scott_Smith Nancy_Nayor Bonnie_Timmermann Richard_Sylbert Peter_Landsdown_Smith George_R._Nelson Ellen_Mirojnick Roger_Irvin Dennis_Dreith Tony_Gardner Joe_Lombardi Jeff_Block Dan_Moore Ruby_K._Manis Tom_Culver Ivette_Silberman Judi_Townsend Leslie_Ann_Anderson Ronnie_Specter,US,en fr de es,1991,Friday,Jul,21860000.58,17,25,4,104.0,12.511561,23000000,6.0,8296
7339,Thriller Crime Drama,Di_Bonaventura_Pictures Endgame_Entertainment Universal Open_Road_Films,Jude_Law Rooney_Mara Catherine_Zeta-Jones Channing_Tatum Vinessa_Shaw Ann_Dowd Polly_Draper David_Costabile Mamie_Gummer Andrea_Bogart Vladimi_Versailles Michelle_Vergara_Moore Mitchell_Michaeliszyn Russell_G._Jones Sasha_Bardey J._Claude_Deering Victor_Cruz Carmen_Pelaez Marin_Ireland James_Martinez Jacqueline_Antaramian Elizabeth_Rodriguez Peter_Friedman Michael_Nathanson Timothy_Klein Sheila_Tapia Devin_Ratray Davenia_McFadden Laila_Robins,Thomas_Newman Steven_Soderbergh Steven_Soderbergh Steven_Soderbergh Lorenzo_di_Bonaventura Scott_Z._Burns Scott_Z._Burns Susan_Lyall Carmen_Cuba Douglas_Hansen Gregory_Jacobs Miguel_López-Castillo Rena_DeAngelo Adi_Shankar Spencer_Silna,US,en fr,2013,Thursday,Feb,24748399.299999997,29,15,2,106.0,11.645847,30000000,7.1,178266
7340,Drama Romance Foreign,Yash_Raj_Films,Madhuri_Dixit Konkona_Sen_Sharma Kunal_Kapoor Akshaye_Khanna Divya_Dutta Irrfan_Khan Felix_D'Alviella Ranvir_Shorey Jugal_Hansraj Dalai Vinay_Pathak Akhilendra_Mishra Yashpal_Sharma Nawazuddin_Siddiqui Uttara_Baokar Sushmita_Mukherjee Darshan_Jariwala Raghuvir_Yadav,Aditya_Chopra Aditya_Chopra Anil_Mehta Ritesh_Soni Salim_Merchant Jaideep_Sahni Sulaiman_Merchant K_U_Mohanan,IN,en hi,2007,Friday,Nov,3013824.43,18,8,2,146.0,5.0977879999999995,0,6.2,2876
7341,Documentary,Warren_Miller_Entertainment,Warren_Miller,N/A,N/A,en,1996,Thursday,Oct,86994.02,1,1,1,96.0,0.0012230000000000001,0,7.7,46
7342,Action Crime Drama Thriller,Village_Roadshow_Pictures NPV_Entertainment Warner_Bros. Outlaw_Productions_(I) WV_Films_II,Denzel_Washington Ethan_Hawke Scott_Glenn Tom_Berenger Harris_Yulin Cliff_Curtis Snoop_Dogg Dr._Dre Eva_Mendes Nick_Chinlund Jaime_Osorio_Gómez Charlotte_Ayanna Kyjel_N._Jolly Raymond_Cruz,Naomi_Shohan Bruce_Berman Mary_Vernieu Conrad_Buff_IV Mark_Mancina David_Ayer David_Ayer Mauro_Fiore Davis_Guggenheim Antoine_Fuqua Jeffrey_Silver Robert_F._Newmyer Scott_Strauss Susan_E._Novick David_Wisnievitz Michele_Michel Nicole_Cummins Nancy_Young John_Houlihan Maritza_Garcia-Roddy,AU US,en ru es ko,2001,Friday,Oct,30193002.19,14,20,4,122.0,13.664622,45000000,7.7,383324
7343,Drama,Provident_Films Affirm_Films Kendrick_Brothers_Productions,Priscilla_C._Shirer T.C._Stallings Karen_Abercrombie Beth_Moore Michael_Jr. Jadin_Harris Tenae_Downing Alena_Pitts Alex_Kendrick Dave_Blamy Thomas_Ford Terrence_Evans,Alex_Kendrick Alex_Kendrick Stephen_Kendrick Bob_M._Scott Alex_Kendrick Paul_Mills,US,en,2015,Friday,Aug,3912336.9400000004,12,6,1,120.0,5.384163,3000000,6.5,13076
7344,Action Comedy,Svensk_Filmindustri_(SF),Björn_Skifs Gino_Samil Johan_Ulveson Magnus_Nilsson Stefan_Sauk Gunnel_Fred,Bengt_Palmers Björn_Skifs Jonas_Frick,SE,sv,1988,Thursday,Feb,66788.18,6,3,1,101.0,1.385902,0,5.8,2114
7345,Comedy Romance,Paramount_Pictures The_Kennedy/Marshall_Company,Melanie_Griffith Ed_Harris Michael_Patrick_Carter Malcolm_McDowell Anne_Heche Casey_Siemaszko Philip_Bosco Adam_LaVorgna Brian_Christopher,Richard_Benjamin John_Mattson Frank_Marshall Kathleen_Kennedy Patrick_J._Palmer Michael_Convertino David_Watkin Jacqueline_Cambas Michael_Finnell,US,en,1994,Wednesday,Aug,4080797.62,9,9,1,108.0,3.770115,0,5.6,11308
7346,Action Horror,De_Laurentiis_Entertainment_Group_(DEG),Jeff_Bridges Linda_Hamilton Brian_Kerwin John_Ashton Peter_Michael_Goetz Peter_Elliott Frank_Maraden George_Antoni Robin_Cahall Jimmie_Ray_Weeks Michael_Forest Marc_Clement Jim_Grimshaw Jessica_Lange,Merian_C._Cooper Edgar_Wallace Brian_W._Cook Ronald_Shusett Ronald_Shusett John_Guillermin Tony_Reading Carlo_Rambaldi Peter_Murton Alec_Mills Edward_'Tantar'_LeViseur Bud_Davis Martha_De_Laurentiis Grazia_De_Rossi Malcolm_Cooke Steven_Pressfield Steven_Pressfield Clifford_Capone John_Wood Lucio_Trentini Hugh_Scaife Frank_Battiston Fred_Carter Charles_Torbett Peter_Voysey John_D._Kretschmer Richard_Foreman_Jr. Roberta_Doheny Colin_Miller Jeff_Goodwin John_Paterson Joseph_P._Mercurio Andrew_Holder Rena_Sternfeld-Allon Les_Wiggins Tom_Carling W.C._'Chunky'_Huse David_Edwards Todd_B._Lawson Eric_Regan James_J._Isaacs Mike_Tucker Alec_King David_W._Strong Dan_Chichester Kerry_Kohler,US,en,1986,Friday,Nov,16356226.850000001,14,46,1,105.0,2.663294,10000000,3.9,5291
7347,Action Adventure Comedy,Twentieth_Century-Fox_Productions,Stuart_Whitman Sarah_Miles James_Fox Alberto_Sordi Robert_Morley Gert_Fröbe Jean-Pierre_Cassel Eric_Sykes Red_Skelton Terry-Thomas Flora_Robson Karl_Michael_Vogler Sam_Wanamaker Maurice_Denham Gordon_Jackson John_Le_Mesurier James_Robertson_Justice Ferdy_Mayne Benny_Hill Millicent_Martin Tony_Hancock Yûjirô_Ishihara Vernon_Dobtcheff Zena_Marshall Irina_Demick,Stan_Margulies Anne_V._Coates Ron_Goodwin Christopher_Challis Thomas_N._Morahan Ken_Annakin Ken_Annakin Jack_Davies Stuart_Lyons Gordon_Stone,GB,en fr de it ja,1965,Thursday,Jun,7012166.930000001,25,10,5,138.0,5.191425,5600000,7.0,7445
7348,Thriller,Furthur_Films,Michael_Douglas Jeremy_Irvine Hanna_Mangan_Lawrence Ronny_Cox Martin_Palmer Patricia_Bethune David_Garver,Michael_Douglas Russell_Carpenter Stephen_Susco Stephen_Susco Clark_Hunter Christopher_Sheldon Marisa_Frantz Carmen_Cuba Dickon_Hinchliffe Robb_White Jo_Edna_Boldin Lahly_Poore Adam_Wolfe Jean-Baptiste_Léonetti Philip_Elway Alton_Walpole James_F._Oberlander Mamie_Mitchell Mara_Herdmann Sandy_Gendler Kiku_Vidal Edgar_Vidal Bill_Holmquist Mikael_Sandgren Jimmy_Romano Corey_Welk Will_Arnot Dan_Delgado Claudia_Breckenridge Robert_Mitas Diego_Panadisi Diego_Panadisi Greg_Strasz Greg_Strasz Jeremy_E._Wilcox Edward_McLoughlin Alicia_Castro_Chicol Nolan_Hughes Daniel_Holt Cristina_Sansone Chris_Tergesen Chip_Byrd Francesca_Esposito Wittney_Horton Natalie_Ghariani Dale_Glenn_Waseta David_Greene Colin_Zaug,US,en,2014,Saturday,Sep,909528.08,7,48,1,95.0,10.072918,0,5.6,9557
7349,Action Adventure Comedy Thriller Crime,Franchise_Pictures Warner_Bros. Morgan_Creek_Productions,Kurt_Russell Kevin_Costner Courteney_Cox Christian_Slater Kevin_Pollak David_Arquette Jon_Lovitz Howie_Long Thomas_Haden_Church Bokeem_Woodbine Ice-T Louis_Lombardi Michael_Kopsa,Don_Carmody George_S._Clinton Elie_Samaha Michael_J._Duthie Miklos_Wright David_Franco Andrew_Stevens Tracee_Stanley Richard_Recco Demian_Lichtenstein Demian_Lichtenstein Demian_Lichtenstein Eric_Manes Richard_Spero J.J._Makaro,US,en,2001,Friday,Feb,19926565.75,13,15,1,125.0,4.764480000000001,62000000,6.0,43366
7350,Comedy Drama Romance,EuropaCorp,Jim_Carrey Ewan_McGregor Leslie_Mann Rodrigo_Santoro Brennan_Brown Nicholas_Alexander Tony_Bentley Michael_Beasley Sean_Boyd Marcus_Lyle_Brown Ana_Villafañe Antoni_Carone Annie_Golden Marylouise_Burke David_Jensen Dameon_Clarke Clay_Chamberlin Louis_Herthum Morgana_Shaw Joe_Chrest Griff_Furst DeVere_Jehl Michael_Showers Beth\xa0Burvant Ladson_Deyne Kennon_Kepper Andrew_Sensenig David_Stanford Maureen_Brennan Miriam_Cruz Tommy_Davis Geraldine_Glenn Liann_Pattison Kathrin_Middleton,Luc_Besson Hugo_Luczyc-Wyhowski Thomas_J._Nordberg Andrew_Lazar Bernard_Telsey Xavier_Grobet Glenn_Ficarra Glenn_Ficarra John_Requa John_Requa Wyatt_Sprague Eric_Norris Ve_Neill Nick_Urata Far_Shariat Hartsell_Taylor David_Waine Tanner_Gill Michael_Adkins Helen_Harwell Neil_Stockstill Gary_Calamar,US,en,2009,Sunday,Jan,35418409.080000006,34,22,1,98.0,5.773752,13000000,6.6,90767
